1    a0peysza                                 A T O M I C   M A S S   A D J U S T M E N T
0                                                     DATE 18 Nov 2003 TIME 14:12
0        *********************                               A=   0 TO 293
         * file : mass.mas03 *
         *********************

   This is one file out of a series of 3 files published in:
       "The Ame2003 atomic mass evaluation (II)"  by G.Audi, A.H.Wapstra and C.Thibault
           Nuclear Physics A729 p. 337-676, December 22, 2003.
                       for files : mass.mas03  atomic masses
                                   rct1.mas03  react and sep energies,  part 1
                                   rct2.mas03  react and sep energies,  part 2

   A fourth file  is the "Rounded" version of the atomic mass table (the first file)
                                   mass.mas03round  atomic masses "Rounded" version

   All files are 3179 lines long with 124 character per line.
       Headers are 39 lines long.

   Values in the files 1, 2 and 3 are exact (unrounded) copy of the published ones
   Values in the files 4          are exact             copy of the published ones

   col 1     :  Fortran character control: 1 = page feed  0 = line feed
   format    :  a1,i3,i5,i5,i5,1x,a3,a4,1x,f13.5,f11.5,f11.3,f9.3,1x,a2,f11.3,f9.3,1x,i3,1x,f12.5,f11.3,1x
                cc NZ  N  Z  A    el  o     mass  unc binding unc     B  beta  unc    atomic_mass   unc
   Warnings  :  this format is not identical to the one used in Ame1993 and Ame1995
                      in particular "Mass Excess" and "Atomic Mass" values are given now, when necessary,
                      with 5 digits after decimal point.
                      also, the "Binding Energy" column is replaced by a "Binding Energy per A" one.
                decimal point is replaced by # for (non-experimental) estimated values.
                * in place of value : not calculable

....+....1....+....2....+....3....+....4....+....5....+....6....+....7....+....8....+....9....+...10....+...11....+...12....

                                                               MASS LIST
                                                             for analysis

Data from NNDC sorted according N,Z, ElementName, MassExcess (keV), Binding Energy / A (keV)-Exp, Spin,Bind_Coul/A,Bind/A (RMF)
The table below is a combination of the NNDC files "mass.mass03" and "nubtab03.asc.mod.dat"

Two new columns added: binding energy from RMF Model with and without Coulomb field.
		       For nuclei heavier with A>39 an average of 10.5 MeV (14 MeV) is used in RMF-model.

  N    Z  Element  MassExcess(keV) BindEn/A(keV)    Spin       BindEn/A(keV)  BindEn/A (keV) - last two columns: RMF results
  99   65 164Tb   -62083.29297    8139.79688       5.0000   10500.00000   14000.00000
  98   66 164Dy   -65973.29688    8158.74609       0.0000   10500.00000   14000.00000
  97   67 164Ho   -64987.07031    8147.96289       1.0000   10500.00000   14000.00000
  96   68 164Er   -65949.56250    8149.06104       0.0000   10500.00000   14000.00000
  95   69 164Tm   -61888.46094    8119.52783       1.0000   10500.00000   14000.00000
  94   70 164Yb   -61022.71484    8109.47803       0.0000   10500.00000   14000.00000
  93   71 164Lu   -54642.37109    8065.80322       1.0000   10500.00000   14000.00000
  92   72 164Hf   -51821.53906    8043.83301       0.0000   10500.00000   14000.00000
  91   73 164Ta   -43282.80078    7986.99707       3.0000   10500.00000   14000.00000
  90   74 164W    -38233.74609    7951.43994       0.0000   10500.00000   14000.00000
  88   76 164Os   -20459.66016    7833.52002       0.0000   10500.00000   14000.00000
  87   77 164Ir    -7265.00000    7748.00000       2.0000   10500.00000   14000.00000
 103   62 165Sm   -43799.00000    8043.00000       2.5000   10500.00000   14000.00000
 102   63 165Eu   -50561.00000    8079.00000       2.5000   10500.00000   14000.00000
 101   64 165Gd   -56467.00000    8110.00000       0.5000   10500.00000   14000.00000
 100   65 165Tb   -60659.00000    8131.00000       1.5000   10500.00000   14000.00000
  99   66 165Dy   -63617.93359    8143.94189       3.5000   10500.00000   14000.00000
  98   67 165Ho   -64904.57422    8146.99805       3.5000   10500.00000   14000.00000
  97   68 165Er   -64528.31250    8139.97607       2.5000   10500.00000   14000.00000
  96   69 165Tm   -62935.93359    8125.58398       0.5000   10500.00000   14000.00000
  95   70 165Yb   -60287.22266    8104.79004       2.5000   10500.00000   14000.00000
  94   71 165Lu   -56442.27344    8076.74512       0.5000   10500.00000   14000.00000
  93   72 165Hf   -51635.50781    8042.87207       2.5000   10500.00000   14000.00000
  92   73 165Ta   -45855.10547    8003.09814       2.5000   10500.00000   14000.00000
  91   74 165W    -38861.97656    7955.97412       1.5000   10500.00000   14000.00000
  90   75 165Re   -30656.81250    7901.50391       0.5000   10500.00000   14000.00000
  89   76 165Os   -21646.00000    7842.00000       3.5000   10500.00000   14000.00000
  88   77 165Ir   -11625.00000    7777.00000       0.5000   10500.00000   14000.00000
 102   64 166Gd   -54399.00000    8097.00000       0.0000   10500.00000   14000.00000
 100   66 166Dy   -62590.11719    8137.31299       0.0000   10500.00000   14000.00000
  99   67 166Ho   -63076.89844    8135.53223       0.0000   10500.00000   14000.00000
  98   68 166Er   -64931.59375    8141.99219       0.0000   10500.00000   14000.00000
  97   69 166Tm   -61893.92969    8118.97998       2.0000   10500.00000   14000.00000
  96   70 166Yb   -61588.48047    8112.42676       0.0000   10500.00000   14000.00000
  95   71 166Lu   -56020.98047    8074.17480       6.0000   10500.00000   14000.00000
  94   72 166Hf   -53858.98438    8056.43799       0.0000   10500.00000   14000.00000
  93   73 166Ta   -46097.77734    8004.97119       2.0000   10500.00000   14000.00000
  92   74 166W    -41891.84375    7974.92090       0.0000   10500.00000   14000.00000
  91   75 166Re   -31850.00000    7910.00000       2.0000   10500.00000   14000.00000
  90   76 166Os   -25438.40039    7866.37793       0.0000   10500.00000   14000.00000
  89   77 166Ir   -13205.00000    7788.00000       2.0000   10500.00000   14000.00000
  88   78 166Pt    -4792.00000    7733.00000       0.0000   10500.00000   14000.00000
 104   63 167Eu   -43585.00000    8037.00000       2.5000   10500.00000   14000.00000
 103   64 167Gd   -50701.00000    8075.00000       2.5000   10500.00000   14000.00000
 102   65 167Tb   -55843.00000    8101.00000       1.5000   10500.00000   14000.00000
 101   66 167Dy   -59936.55078    8121.02783       0.5000   10500.00000   14000.00000
 100   67 167Ho   -62286.55078    8130.41504       3.5000   10500.00000   14000.00000
  99   68 167Er   -63296.73438    8131.77881       3.5000   10500.00000   14000.00000
  98   69 167Tm   -62548.31250    8122.61279       0.5000   10500.00000   14000.00000
  97   70 167Yb   -60594.05469    8106.22607       2.5000   10500.00000   14000.00000
  96   71 167Lu   -57501.12500    8083.02100       3.5000   10500.00000   14000.00000
  95   72 167Hf   -53467.75781    8054.18408       2.5000   10500.00000   14000.00000
  94   73 167Ta   -48351.05859    8018.86084       1.5000   10500.00000   14000.00000
  93   74 167W    -42088.61328    7976.67578       1.5000   10500.00000   14000.00000
  92   75 167Re   -34837.00000    7929.00000       4.5000   10500.00000   14000.00000
  91   76 167Os   -26502.89648    7873.97900       1.5000   10500.00000   14000.00000
  90   77 167Ir   -17078.79688    7812.86279       0.5000   10500.00000   14000.00000
  89   78 167Pt    -6540.00000    7745.00000       3.5000   10500.00000   14000.00000
 104   64 168Gd   -48102.00000    8060.00000       0.0000   10500.00000   14000.00000
 103   65 168Tb   -52499.00000    8081.00000       4.0000   10500.00000   14000.00000
 102   66 168Dy   -58564.17578    8112.56299       0.0000   10500.00000   14000.00000
 101   67 168Ho   -60066.73047    8116.85010       3.0000   10500.00000   14000.00000
 100   68 168Er   -62996.73047    8129.63379       0.0000   10500.00000   14000.00000
  99   69 168Tm   -61317.66406    8114.98193       3.0000   10500.00000   14000.00000
  98   70 168Yb   -61574.64453    8111.85498       0.0000   10500.00000   14000.00000
  97   71 168Lu   -57064.15234    8080.35010       6.0000   10500.00000   14000.00000
  96   72 168Hf   -55360.55078    8065.55322       0.0000   10500.00000   14000.00000
  95   73 168Ta   -48393.90625    8019.42822       2.0000   10500.00000   14000.00000
  94   74 168W    -44890.19141    7993.91602       0.0000   10500.00000   14000.00000
  93   75 168Re   -35794.88672    7935.12012       5.0000   10500.00000   14000.00000
  92   76 168Os   -29990.67969    7895.91406       0.0000   10500.00000   14000.00000
  90   78 168Pt   -11037.51172    7773.78418       0.0000   10500.00000   14000.00000
 105   64 169Gd   -43901.00000    8035.00000       3.5000   10500.00000   14000.00000
 104   65 169Tb   -50096.00000    8067.00000       1.5000   10500.00000   14000.00000
 103   66 169Dy   -55603.09766    8094.79785       2.5000   10500.00000   14000.00000
 102   67 169Ho   -58803.09766    8109.10303       3.5000   10500.00000   14000.00000
 101   68 169Er   -60928.68359    8117.05176       0.5000   10500.00000   14000.00000
 100   69 169Tm   -61279.96484    8114.50098       0.5000   10500.00000   14000.00000
  99   70 169Yb   -60370.31250    8104.48877       3.5000   10500.00000   14000.00000
  98   71 169Lu   -58077.31250    8086.29199       3.5000   10500.00000   14000.00000
  97   72 169Hf   -54716.89062    8061.77783       2.5000   10500.00000   14000.00000
  96   73 169Ta   -50290.42969    8030.95703       2.5000   10500.00000   14000.00000
  95   74 169W    -44917.76953    7994.53711       2.5000   10500.00000   14000.00000
  94   75 169Re   -38385.84766    7951.25684       4.5000   10500.00000   14000.00000
  93   76 169Os   -30721.35156    7901.27588       1.5000   10500.00000   14000.00000
  92   77 169Ir   -22081.11914    7845.52100       0.5000   10500.00000   14000.00000
  91   78 169Pt   -12375.00000    7783.00000       1.5000   10500.00000   14000.00000
  90   79 169Au    -1788.00000    7716.00000       0.5000   10500.00000   14000.00000
 104   66 170Dy   -53663.00000    8083.00000       0.0000   10500.00000   14000.00000
 103   67 170Ho   -56244.60547    8093.83105       6.0000   10500.00000   14000.00000
 102   68 170Er   -60114.60547    8111.99414       0.0000   10500.00000   14000.00000
 101   69 170Tm   -59800.61328    8105.54492       1.0000   10500.00000   14000.00000
 100   70 170Yb   -60768.95703    8106.63916       0.0000   10500.00000   14000.00000
  99   71 170Lu   -57310.19922    8081.69092       0.0000   10500.00000   14000.00000
  98   72 170Hf   -56253.85547    8070.87500       0.0000   10500.00000   14000.00000
  97   73 170Ta   -50137.66406    8030.29590       3.0000   10500.00000   14000.00000
  96   74 170W    -47293.36328    8008.96191       0.0000   10500.00000   14000.00000
  95   75 170Re   -38917.75391    7955.09180       5.0000   10500.00000   14000.00000
  94   76 170Os   -33927.78125    7921.13721       0.0000   10500.00000   14000.00000
  92   78 170Pt   -16305.53320    7808.27295       0.0000   10500.00000   14000.00000
  91   79 170Au    -3612.00000    7729.00000       2.0000   10500.00000   14000.00000
 106   65 171Tb   -43501.00000    8028.00000       1.5000   10500.00000   14000.00000
 105   66 171Dy   -50114.00000    8062.00000       3.5000   10500.00000   14000.00000
 104   67 171Ho   -54524.86328    8083.64209       3.5000   10500.00000   14000.00000
 103   68 171Er   -57724.86328    8097.78076       2.5000   10500.00000   14000.00000
 102   69 171Tm   -59215.59375    8101.92285       0.5000   10500.00000   14000.00000
 101   70 171Yb   -59312.13672    8097.91309       0.5000   10500.00000   14000.00000
 100   71 171Lu   -57833.54297    8084.69092       3.5000   10500.00000   14000.00000
  99   72 171Hf   -55431.34375    8066.06787       3.5000   10500.00000   14000.00000
  98   73 171Ta   -51720.27344    8039.79102       2.5000   10500.00000   14000.00000
  97   74 171W    -47086.08984    8008.11523       2.5000   10500.00000   14000.00000
  96   75 171Re   -41250.28125    7969.41211       4.5000   10500.00000   14000.00000
  95   76 171Os   -34293.12109    7924.15186       2.5000   10500.00000   14000.00000
  94   77 171Ir   -26430.17188    7873.59521       0.5000   10500.00000   14000.00000
  93   78 171Pt   -17470.59570    7816.62402       1.5000   10500.00000   14000.00000
  92   79 171Au    -7564.77295    7754.12109       0.5000   10500.00000   14000.00000
  91   80 171Hg     3502.00000    7685.00000       1.5000   10500.00000   14000.00000
 106   66 172Dy   -47730.00000    8049.00000       0.0000   10500.00000   14000.00000
 104   68 172Er   -56489.41797    8090.44385       0.0000   10500.00000   14000.00000
 103   69 172Tm   -57379.98828    8091.07324       2.0000   10500.00000   14000.00000
 102   70 172Yb   -59260.28125    8097.45703       0.0000   10500.00000   14000.00000
 101   71 172Lu   -56741.33594    8078.26318       4.0000   10500.00000   14000.00000
 100   72 172Hf   -56403.54297    8071.75098       0.0000   10500.00000   14000.00000
  99   73 172Ta   -51329.97656    8037.70508       3.0000   10500.00000   14000.00000
  98   74 172W    -49097.18750    8020.17480       0.0000   10500.00000   14000.00000
  97   75 172Re   -41523.24219    7971.59180       5.0000   10500.00000   14000.00000
  96   76 172Os   -37238.05469    7942.12891       0.0000   10500.00000   14000.00000
  95   77 172Ir   -27520.00000    7881.00000       3.0000   10500.00000   14000.00000
  94   78 172Pt   -21101.01367    7839.21191       0.0000   10500.00000   14000.00000
  92   80 172Hg    -1087.34497    7713.75684       0.0000   10500.00000   14000.00000
 107   66 173Dy   -43780.00000    8026.00000       4.5000   10500.00000   14000.00000
 106   67 173Ho   -49099.00000    8052.00000       3.5000   10500.00000   14000.00000
 105   68 173Er   -53654.00000    8074.00000       3.5000   10500.00000   14000.00000
 104   69 173Tm   -56258.87891    8084.47900       0.5000   10500.00000   14000.00000
 103   70 173Yb   -57556.28125    8087.45605       2.5000   10500.00000   14000.00000
 102   71 173Lu   -56885.77734    8079.05811       3.5000   10500.00000   14000.00000
 101   72 173Hf   -55411.78516    8066.01611       0.5000   10500.00000   14000.00000
 100   73 173Ta   -52396.53906    8044.06396       2.5000   10500.00000   14000.00000
  99   74 173W    -48727.38281    8018.33301       2.5000   10500.00000   14000.00000
  98   75 173Re   -43553.86328    7983.90576       2.5000   10500.00000   14000.00000
  97   76 173Os   -37438.22656    7944.03320       2.5000   10500.00000   14000.00000
  96   77 173Ir   -30271.93555    7898.08691       1.5000   10500.00000   14000.00000
  95   78 173Pt   -21941.57031    7845.41309       2.5000   10500.00000   14000.00000
  94   79 173Au   -12819.79785    7788.16309       0.5000   10500.00000   14000.00000
  93   80 173Hg    -2569.00000    7724.00000       1.5000   10500.00000   14000.00000
 106   68 174Er   -51949.00000    8064.00000       0.0000   10500.00000   14000.00000
 105   69 174Tm   -53869.59766    8070.67188       4.0000   10500.00000   14000.00000
 104   70 174Yb   -56949.59766    8083.87598       0.0000   10500.00000   14000.00000
 103   71 174Lu   -55575.27734    8071.48193       1.0000   10500.00000   14000.00000
 102   72 174Hf   -55846.62500    8068.54492       0.0000   10500.00000   14000.00000
 101   73 174Ta   -51740.76562    8040.45215       3.0000   10500.00000   14000.00000
 100   74 174W    -50227.08984    8027.25586       0.0000   10500.00000   14000.00000
  98   76 174Os   -39996.30078    7959.46582       0.0000   10500.00000   14000.00000
  97   77 174Ir   -30868.73828    7902.51318       3.0000   10500.00000   14000.00000
  96   78 174Pt   -25319.15430    7866.12207       0.0000   10500.00000   14000.00000
  94   80 174Hg    -6647.42480    7749.82080       0.0000   10500.00000   14000.00000
 108   67 175Ho   -42802.00000    8016.00000       3.5000   10500.00000   14000.00000
 107   68 175Er   -48652.00000    8045.00000       4.5000   10500.00000   14000.00000
 106   69 175Tm   -52315.63281    8061.79492       0.5000   10500.00000   14000.00000
 105   70 175Yb   -54700.63281    8070.95410       3.5000   10500.00000   14000.00000
 104   71 175Lu   -55170.69531    8069.16895       3.5000   10500.00000   14000.00000
 103   72 175Hf   -54483.84766    8060.77393       2.5000   10500.00000   14000.00000
 102   73 175Ta   -52408.64844    8044.44482       3.5000   10500.00000   14000.00000
 101   74 175W    -49632.79688    8024.11182       0.5000   10500.00000   14000.00000
 100   75 175Re   -45288.30859    7994.81592       2.5000   10500.00000   14000.00000
  99   76 175Os   -40104.69531    7960.72510       2.5000   10500.00000   14000.00000
  98   77 175Ir   -33428.62109    7918.10498       2.5000   10500.00000   14000.00000
  97   78 175Pt   -25690.08984    7869.41504       2.5000   10500.00000   14000.00000
  96   79 175Au   -17443.05664    7817.81787       0.5000   10500.00000   14000.00000
  95   80 175Hg    -7989.17188    7759.32520       2.5000   10500.00000   14000.00000
 108   68 176Er   -46500.00000    8033.00000       0.0000   10500.00000   14000.00000
 107   69 176Tm   -49374.13281    8045.13721       4.0000   10500.00000   14000.00000
 106   70 176Yb   -53494.13281    8064.10010       0.0000   10500.00000   14000.00000
 105   71 176Lu   -53387.35938    8059.04883       7.0000   10500.00000   14000.00000
 104   72 176Hf   -54577.50781    8061.36621       0.0000   10500.00000   14000.00000
 103   73 176Ta   -51365.37500    8038.66992       1.0000   10500.00000   14000.00000
 102   74 176W    -50641.60156    8030.11182       0.0000   10500.00000   14000.00000
 101   75 176Re   -45062.88672    7993.97021       3.0000   10500.00000   14000.00000
 100   76 176Os   -42097.94141    7972.67822       0.0000   10500.00000   14000.00000
  98   78 176Pt   -28927.89844    7888.95801       0.0000   10500.00000   14000.00000
  97   79 176Au   -18537.00000    7825.00000       5.0000   10500.00000   14000.00000
  96   80 176Hg   -11779.13184    7782.63184       0.0000   10500.00000   14000.00000
 109   68 177Er   -42802.00000    8013.00000       0.5000   10500.00000   14000.00000
 108   69 177Tm   -47469.00000    8035.00000       3.5000   10500.00000   14000.00000
 107   70 177Yb   -50989.21484    8049.98877       4.5000   10500.00000   14000.00000
 106   71 177Lu   -52389.03516    8053.47803       3.5000   10500.00000   14000.00000
 105   72 177Hf   -52889.62109    8051.88623       3.5000   10500.00000   14000.00000
 104   73 177Ta   -51723.62109    8040.87793       3.5000   10500.00000   14000.00000
 103   74 177W    -49701.72656    8025.03516       0.5000   10500.00000   14000.00000
 102   75 177Re   -46269.17188    8001.22217       2.5000   10500.00000   14000.00000
 101   76 177Os   -41949.53125    7972.39697       0.5000   10500.00000   14000.00000
 100   77 177Ir   -36047.42188    7934.63184       2.5000   10500.00000   14000.00000
  99   78 177Pt   -29370.48828    7892.48877       2.5000   10500.00000   14000.00000
  98   79 177Au   -21550.19922    7843.88721       0.5000   10500.00000   14000.00000
  97   80 177Hg   -12780.88184    7789.92188       2.5000   10500.00000   14000.00000
  96   81 177Tl    -3327.96191    7732.09619       0.5000   10500.00000   14000.00000
 108   70 178Yb   -49698.29688    8042.85693       0.0000   10500.00000   14000.00000
 107   71 178Lu   -50343.00391    8042.08301       1.0000   10500.00000   14000.00000
 106   72 178Hf   -52444.26172    8049.49316       0.0000   10500.00000   14000.00000
 105   73 178Ta   -50507.26172    8034.21582       1.0000   10500.00000   14000.00000
 104   74 178W    -50415.96094    8029.30811       0.0000   10500.00000   14000.00000
 103   75 178Re   -45653.45312    7998.15723       3.0000   10500.00000   14000.00000
 102   76 178Os   -43546.18750    7981.92285       0.0000   10500.00000   14000.00000
 100   78 178Pt   -31998.00781    7908.25488       0.0000   10500.00000   14000.00000
  98   80 178Hg   -16316.84570    7811.36816       0.0000   10500.00000   14000.00000
  96   82 178Pb     3567.80005    7690.86621       0.0000   10500.00000   14000.00000
 110   69 179Tm   -41601.00000    8002.00000       0.5000   10500.00000   14000.00000
 109   70 179Yb   -46416.00000    8025.00000       0.5000   10500.00000   14000.00000
 108   71 179Lu   -49064.17188    8035.10205       3.5000   10500.00000   14000.00000
 107   72 179Hf   -50471.93750    8038.59619       4.5000   10500.00000   14000.00000
 106   73 179Ta   -50366.31250    8033.63623       3.5000   10500.00000   14000.00000
 105   74 179W    -49303.56250    8023.32812       3.5000   10500.00000   14000.00000
 104   75 179Re   -46586.21094    8003.77588       2.5000   10500.00000   14000.00000
 103   76 179Os   -43020.10156    7979.48291       0.5000   10500.00000   14000.00000
 102   77 179Ir   -38077.36328    7947.50000       2.5000   10500.00000   14000.00000
 101   78 179Pt   -32263.78125    7910.65088       0.5000   10500.00000   14000.00000
 100   79 179Au   -24952.10352    7865.43311       2.5000   10500.00000   14000.00000
  99   80 179Hg   -16921.64844    7816.19922       2.5000   10500.00000   14000.00000
  98   81 179Tl    -8300.46680    7763.66602       0.5000   10500.00000   14000.00000
  97   82 179Pb     2003.00000    7702.00000       2.5000   10500.00000   14000.00000
 110   70 180Yb   -44404.00000    8014.00000       0.0000   10500.00000   14000.00000
 109   71 180Lu   -46685.39844    8022.08789       5.0000   10500.00000   14000.00000
 108   72 180Hf   -49788.39844    8034.98096       0.0000   10500.00000   14000.00000
 107   73 180Ta   -48936.19531    8025.89990       1.0000   10500.00000   14000.00000
 106   74 180W    -49644.47656    8025.48779       0.0000   10500.00000   14000.00000
 105   75 180Re   -45839.67188    8000.00391       1.0000   10500.00000   14000.00000
 104   76 180Os   -44358.85938    7987.43115       0.0000   10500.00000   14000.00000
 103   77 180Ir   -37977.52734    7947.63281       4.0000   10500.00000   14000.00000
 102   78 180Pt   -34435.95703    7923.61084       0.0000   10500.00000   14000.00000
 100   80 180Hg   -20244.72266    7836.07812       0.0000   10500.00000   14000.00000
  98   82 180Pb    -1939.20898    7725.68799       0.0000   10500.00000   14000.00000
 111   70 181Yb   -40846.00000    7994.00000       1.5000   10500.00000   14000.00000
 110   71 181Lu   -44740.00000    8012.00000       3.5000   10500.00000   14000.00000
 109   72 181Hf   -47411.88281    8022.05176       0.5000   10500.00000   14000.00000
 108   73 181Ta   -48441.63281    8023.41797       3.5000   10500.00000   14000.00000
 107   74 181W    -48253.95312    8018.05908       4.5000   10500.00000   14000.00000
 106   75 181Re   -46511.43750    8004.10986       2.5000   10500.00000   14000.00000
 105   76 181Os   -43552.93359    7983.44189       0.5000   10500.00000   14000.00000
 104   77 181Ir   -39471.78125    7956.57178       2.5000   10500.00000   14000.00000
 103   78 181Pt   -34374.65625    7924.08789       0.5000   10500.00000   14000.00000
 102   79 181Au   -27871.18750    7883.83496       1.5000   10500.00000   14000.00000
 101   80 181Hg   -20661.17773    7839.67920       0.5000   10500.00000   14000.00000
 100   81 181Tl   -12801.10547    7791.93115       0.5000   10500.00000   14000.00000
  99   82 181Pb    -3144.76196    7734.25781       2.5000   10500.00000   14000.00000
 111   71 182Lu   -41880.00000    7996.00000       0.0000   10500.00000   14000.00000
 110   72 182Hf   -46058.56250    8014.88623       0.0000   10500.00000   14000.00000
 109   73 182Ta   -46433.25391    8012.64697       3.0000   10500.00000   14000.00000
 108   74 182W    -48247.51953    8018.31592       0.0000   10500.00000   14000.00000
 107   75 182Re   -45447.51953    7998.63281       7.0000   10500.00000   14000.00000
 106   76 182Os   -44609.07422    7989.72803       0.0000   10500.00000   14000.00000
 105   77 182Ir   -39051.67969    7954.89404       3.0000   10500.00000   14000.00000
 104   78 182Pt   -36169.30078    7934.75781       0.0000   10500.00000   14000.00000
 103   79 182Au   -28300.76758    7887.22607       2.0000   10500.00000   14000.00000
 102   80 182Hg   -23576.14648    7856.96777       0.0000   10500.00000   14000.00000
 101   81 182Tl   -13351.00684    7796.48682       2.0000   10500.00000   14000.00000
 100   82 182Pb    -6826.13477    7756.33789       0.0000   10500.00000   14000.00000
 112   71 183Lu   -39523.00000    7984.00000       3.5000   10500.00000   14000.00000
 111   72 183Hf   -43286.11719    8000.04492       1.5000   10500.00000   14000.00000
 110   73 183Ta   -45296.11719    8006.75293       3.5000   10500.00000   14000.00000
 109   74 183W    -46367.02344    8008.33008       0.5000   10500.00000   14000.00000
 108   75 183Re   -45811.02344    8001.01709       2.5000   10500.00000   14000.00000
 107   76 183Os   -43662.75391    7985.00195       4.5000   10500.00000   14000.00000
 106   77 183Ir   -40197.26562    7961.79004       2.5000   10500.00000   14000.00000
 105   78 183Pt   -35772.44141    7933.33594       0.5000   10500.00000   14000.00000
 104   79 183Au   -30186.89453    7898.53809       2.5000   10500.00000   14000.00000
 103   80 183Hg   -23799.81836    7859.36084       0.5000   10500.00000   14000.00000
 102   81 183Tl   -16587.29688    7815.67383       0.5000   10500.00000   14000.00000
 101   82 183Pb    -7568.73389    7762.11719       1.5000   10500.00000   14000.00000
 113   71 184Lu   -36412.00000    7967.00000       3.0000   10500.00000   14000.00000
 112   72 184Hf   -41501.30469    7990.73193       0.0000   10500.00000   14000.00000
 111   73 184Ta   -42841.30469    7993.76318       5.0000   10500.00000   14000.00000
 110   74 184W    -45707.30469    8005.08691       0.0000   10500.00000   14000.00000
 109   75 184Re   -44226.63281    7992.78809       3.0000   10500.00000   14000.00000
 108   76 184Os   -44256.14453    7988.69580       0.0000   10500.00000   14000.00000
 107   77 184Ir   -39610.85156    7959.19824       5.0000   10500.00000   14000.00000
 106   78 184Pt   -37332.18359    7942.56201       0.0000   10500.00000   14000.00000
 105   79 184Au   -30318.71094    7900.19385       5.0000   10500.00000   14000.00000
 104   80 184Hg   -26349.12305    7874.36816       0.0000   10500.00000   14000.00000
 103   81 184Tl   -16885.07812    7818.68115       2.0000   10500.00000   14000.00000
 102   82 184Pb   -11045.33887    7782.69189       0.0000   10500.00000   14000.00000
 101   83 184Bi     1047.00000    7713.00000       3.0000   10500.00000   14000.00000
 113   72 185Hf   -38359.00000    7974.00000       1.5000   10500.00000   14000.00000
 112   73 185Ta   -41396.17578    7986.37012       3.5000   10500.00000   14000.00000
 111   74 185W    -43389.67578    7992.91699       1.5000   10500.00000   14000.00000
 110   75 185Re   -43822.15234    7991.02588       2.5000   10500.00000   14000.00000
 109   76 185Os   -42809.35547    7981.32324       0.5000   10500.00000   14000.00000
 108   77 185Ir   -40335.55469    7963.72217       2.5000   10500.00000   14000.00000
 107   78 185Pt   -36683.16406    7939.75000       4.5000   10500.00000   14000.00000
 106   79 185Au   -31866.95703    7909.48779       2.5000   10500.00000   14000.00000
 105   80 185Hg   -26175.83203    7874.49609       0.5000   10500.00000   14000.00000
 104   81 185Tl   -19755.77148    7835.56396       0.5000   10500.00000   14000.00000
 103   82 185Pb   -11541.26270    7786.93213       1.5000   10500.00000   14000.00000
 102   83 185Bi    -2213.00000    7732.00000       4.5000   10500.00000   14000.00000
 114   72 186Hf   -36431.00000    7964.00000       0.0000   10500.00000   14000.00000
 113   73 186Ta   -38608.54297    7971.83984       2.0000   10500.00000   14000.00000
 112   74 186W    -42509.54297    7988.60693       0.0000   10500.00000   14000.00000
 111   75 186Re   -41930.19141    7981.28613       1.0000   10500.00000   14000.00000
 110   76 186Os   -42999.48047    7982.82910       0.0000   10500.00000   14000.00000
 109   77 186Ir   -39172.95312    7958.04980       5.0000   10500.00000   14000.00000
 108   78 186Pt   -37864.47266    7946.80908       0.0000   10500.00000   14000.00000
 107   79 186Au   -31714.85352    7909.54004       3.0000   10500.00000   14000.00000
 106   80 186Hg   -28539.30859    7888.26123       0.0000   10500.00000   14000.00000
 105   81 186Tl   -20190.13281    7839.16699       2.0000   10500.00000   14000.00000
 104   82 186Pb   -14681.32812    7805.34277       0.0000   10500.00000   14000.00000
 103   83 186Bi    -3169.29102    7739.24512       3.0000   10500.00000   14000.00000
 115   72 187Hf   -32984.00000    7946.00000       1.5000   10500.00000   14000.00000
 114   73 187Ta   -36766.00000    7963.00000       3.5000   10500.00000   14000.00000
 113   74 187W    -39904.76953    7975.12012       1.5000   10500.00000   14000.00000
 112   75 187Re   -41215.71484    7977.94678       2.5000   10500.00000   14000.00000
 111   76 187Os   -41218.18359    7973.77588       0.5000   10500.00000   14000.00000
 110   77 187Ir   -39715.77344    7961.55811       1.5000   10500.00000   14000.00000
 109   78 187Pt   -36712.97266    7941.31689       1.5000   10500.00000   14000.00000
 108   79 187Au   -33005.12109    7917.30518       0.5000   10500.00000   14000.00000
 107   80 187Hg   -28117.85742    7886.98584       1.5000   10500.00000   14000.00000
 106   81 187Tl   -22443.51172    7852.45801       0.5000   10500.00000   14000.00000
 105   82 187Pb   -14979.94141    7808.36279       1.5000   10500.00000   14000.00000
 104   83 187Bi    -6373.43506    7758.15479       4.5000   10500.00000   14000.00000
 116   72 188Hf   -30879.00000    7936.00000       0.0000   10500.00000   14000.00000
 114   74 188W    -38667.14844    7969.04785       0.0000   10500.00000   14000.00000
 113   75 188Re   -39016.14844    7966.74316       1.0000   10500.00000   14000.00000
 112   76 188Os   -41136.42578    7973.85986       0.0000   10500.00000   14000.00000
 111   77 188Ir   -38328.07031    7954.76123       1.0000   10500.00000   14000.00000
 110   78 188Pt   -37822.94922    7947.91211       0.0000   10500.00000   14000.00000
 109   79 188Au   -32300.80273    7914.37793       1.0000   10500.00000   14000.00000
 108   80 188Hg   -30201.78320    7899.05078       0.0000   10500.00000   14000.00000
 107   81 188Tl   -22346.74414    7853.10791       2.0000   10500.00000   14000.00000
 106   82 188Pb   -17815.43945    7824.84424       0.0000   10500.00000   14000.00000
